,department,institution,first_name,middle_name,last_name,title,year
3483,,,suren,,gourapura,evolving antennas for ultra high energy neutrino detection,2019
3484,,,suren,,gourapura,evolving antennas for radio detection of ultra high energy neutrinos,2018
3485,,university of montpellier,rafael,rubio de,casas,the scope of baker s law,2015
3486,,university of montpellier,rafael,rubio de,casas,self compatibility is over represented on islands,2017
3487,,,james,h,geiger,the crystal structures of the open and catalytically competent closed conformation of escherichia coli glycogen synthase,2009
3488,,,james,h,geiger,oligosaccharide binding in escherichia coli glycogen synthase,2009
3489,,california polytechnic state university,robert,b,kimsey,association of ixodes pacificus acari ixodidae with the spatial and temporal distribution of equine granulocytic ehrlichiosis in california,1999
3490,,california polytechnic state university,robert,b,kimsey,temporal drop off pattern of juvenile ixodes pacificus acari ixodidae,1997
3491,,,shan,,burson,acoustic environments matter synergistic benefits to humans and ecological communities,2017
3492,,,shan,,burson,barrier assessment mechanisms to support the recycling reuse of fishing gear the prevention of gear becoming lost abandoned at sea,2016
3493,,university of queensland,maria,,beger,achieving the triple bottom line in the face of inherent trade offs among social equity economic return and conservation,2013
3494,,university of queensland,maria,,beger,fisheries and biodiversity benefits of using static versus dynamic models for designing marine reserve networks,2015
3495,,kunming university of science and technology,sai,,wang,encapsulation of sno2 nanoparticles between the hollow tio2 nanosphere and the carbon layer as high performance negative materials for lithium ion batteries,2020
3496,,kunming university of science and technology,sai,,wang,enhance the electrochemical performance of li 4 ti 5 o 12 with co doping via a facile mechanical activation strategy,2019
3497,,washington university in st louis,john,e,mccarthy,toral algebraic sets and function theory on polydisks,2005
3498,,washington university in st louis,john,e,mccarthy,local geometry of zero sets of holomorphic functions near the torus,2008
3499,,iran university of science and technology,javad,,poshtan,detection of broken rotor bars in induction motors using nonlinear kalman filters,2010
3500,,iran university of science and technology,javad,,poshtan,robust stator fault detection under load variation in induction motors using ai techniques,2015
3501,,iran university of science and technology,javad,,poshtan,experimental validation on stator fault detection via fuzzy logic,2013
3502,,iran university of science and technology,javad,,poshtan,bearing fault detection in induction motor using pattern recognition techniques,2008
3503,,iran university of science and technology,javad,,poshtan,model based fault detection in induction motors,2010
3504,,iran university of science and technology,javad,,poshtan,static eccentricity fault detection in induction motors using wavelet packet decomposition and gyration radius,2013
3505,,iran university of science and technology,javad,,poshtan,asynchronous motors fault detection using ann and fuzzy logic methods,2016
3506,,iran university of science and technology,javad,,poshtan,broken bar fault detection in induction motors based on modified winding function,2010
3507,,iran university of science and technology,javad,,poshtan,improving stator winding fault diagnosis in induction motor using dempster shafer theory,2014
3508,,iran university of science and technology,javad,,poshtan,modelling squirrel cage induction motors using finite element method,2012
3509,,iran university of science and technology,javad,,poshtan,linear approach to performance assessment of a 4 tank system,2012
3510,,iran university of science and technology,javad,,poshtan,volterra laguerre modeling for nmpc,2007
3511,,iran university of science and technology,javad,,poshtan,fault diagnosis and isolation of an electro pump using neural data fusion,2019
3512,,iran university of science and technology,javad,,poshtan,detection of eccentricity in squirrel cage induction motors by finite element method,2013
3513,,iran university of science and technology,javad,,poshtan,synchronous generator parameters estimation,2007
3514,,iran university of science and technology,javad,,poshtan,robust fault detection of non linear systems with unknown disturbances,2010
3515,,iran university of science and technology,javad,,poshtan,a novel kurtogram based health index for induction motor fault diagnosis,2019
3516,,iran university of science and technology,javad,,poshtan,analysis of the behavior of coupled loudspeakers in a mimo anc system in an enclosure,2010
3517,,iran university of science and technology,javad,,poshtan,adaptive volterra laguerre modelling for nmpc,2007
3518,,iran university of science and technology,javad,,poshtan,synchronous generator black box modeling using wiener neural model,2007
3519,,iran university of science and technology,javad,,poshtan,an overall optimal multi channel anc system for broadband noise cancellation in a telephone kiosk using genetic algorithms,2007
3520,,illinois institute of technology,michael,w,martynowycz,the emerging threat of superwarfarins history detection mechanisms and countermeasures,2016
3521,,illinois institute of technology,michael,w,martynowycz,membrane cholesterol modulates superwarfarin toxicity,2016
3522,,illinois institute of technology,michael,w,martynowycz,the emerging threat of superwarfarins,2016
3523,,illinois institute of technology,michael,w,martynowycz,the emerging threat of superwarfarins history detection mechanisms and countermeasures the emerging threat of superwarfarins,2016
3524,,universiti teknologi malaysia,mahdy,,khari,stabilization of soft soils with deep mixed soil columns general perspective,2013
3525,,universiti teknologi malaysia,mahdy,,khari,computational estimation of lateral pile displacement in layered sand using experimental data,2019
3526,,universiti teknologi malaysia,mahdy,,khari,a study on ucs of stabilized peat with natural filler a computational estimation approach,2019
3527,,universiti teknologi malaysia,mahdy,,khari,prediction of lateral deflection of small scale piles using hybrid pso ann model,2019
3528,,bangor university,gareth,j,williams,advancing the integration of spatial data to map human and natural drivers on coral reefs,2018
3529,,bangor university,gareth,j,williams,parsing human and biophysical drivers of coral reef regimes,2019
3530,,bangor university,gareth,j,williams,combining fish and benthic communities into multiple regimes reveals complex reef dynamics,2018
3531,,guilin university of technology,bolin,,wu,substitution mechanism and structural study of mno doped bi2vo5 5 δ,2012
3532,,guilin university of technology,bolin,,wu,ccdc 868569 experimental crystal structure determination,2017
3533,,guilin university of technology,bolin,,wu,ccdc 868570 experimental crystal structure determination,2017
3534,,,james,,hawreliak,gigabar material properties experiments on nif and omega,2011
3535,,,james,,hawreliak,gigabar shock experiments at the national ignition facility,2011
3536,,california polytechnic state university,julius,a,frazier,physiological and behavioral effects of repeated handling and short distance translocations on free ranging northern pacific rattlesnakes crotalus oreganus oreganus,2014
3537,,california polytechnic state university,julius,a,frazier,experimentally altered navigational demands induce changes in the cortical forebrain of free ranging northern pacific rattlesnakes crotalus o oreganus,2012
3538,,california polytechnic state university,julius,a,frazier,physiological and behavioral effects of exogenous corticosterone in a free ranging ectotherm,2017
3539,,california polytechnic state university,julius,a,frazier,wet and dry season steroid hormone profiles and stress reactivity of an insular dwarf snake the hog island boa boa constrictor imperator,2014
3540,,california polytechnic state university,julius,a,frazier,corticosterone and color change in southern pacific rattlesnakes crotalus helleri,2019
3541,,curie institute,paola,,veralicona,parameter estimation for boolean models of biological networks,2011
3542,,curie institute,paola,,veralicona,system identification for discrete polynomial models of gene regulatory networks,2009
3543,,princeton university,thomas,s,duffy,equation of state of iron under core conditions of large rocky exoplanets,2018
3544,,princeton university,thomas,s,duffy,author correction equation of state of iron under core conditions of large rocky exoplanets,2018
3545,,san diego state university,breanna,j,putman,does size matter factors influencing the spatial ecology of northern pacific rattlesnakes crotalus oreganus oreganus in central california,2013
3546,,california polytechnic state university,shane,,dixon,bioinformatics data mining using artificial immune systems and neural networks,2010
3547,,california polytechnic state university,shane,,dixon,liver disorder detection based on artificial immune systems,2015
3548,,michigan state university,donna,j,koslowsky,identification of pentatricopeptide repeat proteins in trypanosoma brucei,2006
3549,,michigan state university,donna,j,koslowsky,an intragenic guide rna location suggests a complex mechanism for mitochondrial gene expression in trypanosoma brucei,2004
3550,,michigan state university,donna,j,koslowsky,unusual organization of a developmentally regulated mitochondrial rna polymerase tbmtrnap gene in trypanosoma brucei,2001
3551,,,tasha,m,santiagorodriguez,dysregulated fxr fgf19 signaling and choline metabolism are associated with gut dysbiosis and hyperplasia in a novel pig model of pediatric nash,2020
3552,,,ellen,,rawlinson,the role of surgery following radiotherapy failure for advanced laryngopharyngeal cancer a prospective study,1994
3553,,,ellen,,rawlinson,the role of surgery following radiotherapy failure for advanced laryngopharyngeal cancer,2016
3554,,university of rochester,saul,,lubkin,second leray spectral sequence of relative hypercohomology,1978
3555,,university of rochester,saul,,lubkin,zeta matrices of elliptic curves,1982
3556,,rutgers university,natalia,s,nemeria,snapshot of a reaction intermediate analysis of benzoylformate decarboxylase in complex with a benzoylphosphonate inhibitor,2009
3557,,rutgers university,natalia,s,nemeria,detection and time course of formation of major thiamin diphosphate bound covalent intermediates derived from a chromophoric substrate analogue on benzoylformate decarboxylase,2009
3558,,rutgers university,natalia,s,nemeria,probing the active center of benzaldehyde lyase with substitutions and the pseudosubstrate analogue benzoylphosphonic acid methyl ester,2008
3559,,rutgers university,natalia,s,nemeria,mechanism of benzaldehyde lyase studied via thiamin diphosphate bound intermediates and kinetic isotope effects,2008
3560,,rutgers university,natalia,s,nemeria,identification of the ionization state and pka for protonation of the 4 aminopyrimidine ring on enzymes utilizing thiamin diphosphate by circular dichroism spectroscopy,2007
3561,,university of colorado boulder,monica,n,hall,post transcriptional regulation of satellite cell quiescence by ttp mediated mrna decay,2015
3562,,university of colorado boulder,monica,n,hall,author response post transcriptional regulation of satellite cell quiescence by ttp mediated mrna decay,2015
3563,,california polytechnic state university,douglas,alan,cattarusa,optical mode study of galium nitrate based laser diodes,2012
3564,,california polytechnic state university,douglas,alan,cattarusa,study of top triangular nano grating on solar cell using rigorous coupled wave analysis,2012
3565,,lawrence livermore national laboratory,p,t,springer,progress towards ignition on the national ignition facility,2011
3566,,lawrence livermore national laboratory,p,t,springer,the first target experiments on the national ignition facility,2007
3567,,kunming university of science and technology,yanqing,,hou,thermodynamic study on sicl4 hydrogenation system in siemens process,2011
3568,,kunming university of science and technology,yanqing,,hou,electric heating of the silicon rods in siemens reactor,2015
3569,,kunming university of science and technology,yanqing,,hou,thermodynamic behaviors of sicl2 in silicon deposition by gas phase zinc reduction of silicon tetrachloride,2015
3570,,kunming university of science and technology,yanqing,,hou,removal of cr vi from aqueous solution using mcm 41,2011
3571,,kunming university of science and technology,yanqing,,hou,thermodynamic study on zinc reduction process for production of polycrystalline silicon,2011
3572,,kunming university of science and technology,yanqing,,hou,influence of nickel on cathode process of zinc electrowinning,2012
3573,,kunming university of science and technology,yanqing,,hou,thermodynamics of cuino2preparation by cation exchange reaction,2014
3574,,chinese academy of sciences,jinsong,,li,the rna binding protein rod1 ptbp3 cotranscriptionally defines aid loading sites to mediate antibody class switch in mammalian genomes,2018
3575,,university of california berkeley,allan,c,wilson,dynamics of mitochondrial dna evolution in animals amplification and sequencing with conserved primers,1989
3576,,university of california berkeley,allan,c,wilson,spatial and temporal continuity of kangaroo rat populations shown by sequencing mitochondrial dna from museum specimens,1990
3577,,california polytechnic state university,matthew,,burd,dysregulated fxr fgf19 signaling and choline metabolism are associated with gut dysbiosis and hyperplasia in a novel pig model of pediatric nash,2020
3578,,california polytechnic state university,matthew,,burd,a diet induced pediatric model of non alcoholic fatty liver disease using neonatal iberian pigs or26 02 19,2019
3579,,california polytechnic state university,matthew,,burd,western diet induced dysbiosis is associated with intestinal hyperplasia and dysregulation of fxr fgf19 gene expression in juvenile iberian pigs or26 03 19,2019
3580,,california polytechnic state university,matthew,,burd,development of a pediatric model of nafld in neonatal iberian pigs,2019
3581,,,cato,t,laurencin,biomaterials for bone regenerative engineering,2015
3582,,,cato,t,laurencin,evaluation of plaga n ha composite scaffold bioactivity in vitro,2014
3583,,los alamos national laboratory,harvey,a,rose,the first target experiments on the national ignition facility,2007
3584,,los alamos national laboratory,harvey,a,rose,gas filled hohlraum experiments at the national ignition facility,2006
3585,,los alamos national laboratory,harvey,a,rose,measurements of gas filled halfraum energetics at the national ignition facility using a single quad,2006
3586,biology,california polytechnic state university,kelly,myer,polacek,a statistical analysis of student questions in a cell biology laboratory,2009
3587,biology,california polytechnic state university,kelly,myer,polacek,easy ways to promote inquiry in a laboratory course the power of student questions,2005
3588,biology,california polytechnic state university,kelly,myer,polacek,adrenal hormones mediate melatonin induced increases in aggression in male siberian hamsters phodopus sungorus,2004
3589,biology,california polytechnic state university,kelly,myer,polacek,social interactions differentially affect reproductive and immune responses of siberian hamsters,2004
3590,biology,california polytechnic state university,kelly,myer,polacek,evolving from disability to diversity,2014
3591,biology,california polytechnic state university,kelly,myer,polacek,fostering inquiry in nonlaboratory settings,2004
3592,biology,california polytechnic state university,kelly,myer,polacek,fostering inquiry in nonlaboratory settings creating student centered activities,2004
3593,biology,california polytechnic state university,kelly,myer,polacek,boomer ize your library collection,2012
3594,biology,california polytechnic state university,kelly,myer,polacek,controversial issues euthanasia a guide to resources,2007
3595,biology,california polytechnic state university,kelly,myer,polacek,looking at the alert collector,2014
3596,biology,california polytechnic state university,kelly,myer,polacek,reference and research resources for medical sociology medical anthropology and health psychology,2013
3597,biology,california polytechnic state university,kelly,myer,polacek,the world at 1200,2013
3598,biology,california polytechnic state university,kelly,myer,polacek,north american mammals and the american black bear ursus americanus,2012
3599,biology,california polytechnic state university,kelly,myer,polacek,sacred books in english translation,2012
3600,biology,california polytechnic state university,kelly,myer,polacek,euthanasia a guide to sources,2007
3601,,ontario institute for cancer research,t,j,keane,surgical salvage after radiotherapy for advanced laryngopharyngeal carcinoma,1997
3602,,ontario institute for cancer research,t,j,keane,primary carcinoma involving the petrous temporal bone,1993
3603,,harvard university,stephen,r,palumbi,invasion genetics of the mediterranean fruit fly variation in multiple nuclear introns,1998
3604,,harvard university,stephen,r,palumbi,designing marine reserve networks for both conservation and fisheries management,2010
3605,,university of florida,lisa,,house,using choice experiments to estimate consumer valuation the role of experimental design and attribute information loads,2010
3606,,university of florida,lisa,,house,using choice experiment to estimate consumer valuation the role of experiment design and attribute information loads,2009
3607,,university of north carolina at chapel hill,roberto,,camassa,a first principle predictive theory for a sphere falling through sharply stratified fluid at low reynolds number,2010
3608,,university of north carolina at chapel hill,roberto,,camassa,prolonged residence times for particles settling through stratified miscible fluids in the stokes regime,2009
3609,,university of north carolina at chapel hill,roberto,,camassa,a regularization by stratification of the stokes flow divergences by translating spheres,2010
3610,,university of north carolina at chapel hill,roberto,,camassa,falling spheres in sharply stratified fluids,2008
3611,,university of north carolina at chapel hill,roberto,,camassa,falling spheres in stratified fluids,2008
3612,,the aerospace corporation,hsieh,s,hou,personal computer based image processing with halftoning,1986
3613,,the aerospace corporation,hsieh,s,hou,pc based image processing with half toning,1985
3614,,university of california santa barbara,d,,moses,nanosecond transient electroluminescence from polymer light emitting diodes,1992
3615,,university of california santa barbara,d,,moses,transient electroluminescence from polymer light emitting diodes,1993
3616,,rutgers university,matthew,j,oliver,correlated evolution of genome size and cell volume in diatoms bacillariophyceae 1,2008
3617,,university of south china,chong,,huang,apelin 13 inhibits lipoprotein lipase expression via the apj pkcα mir 361 5p signaling pathway in thp 1 macrophage derived foam cells,2017
3618,,university of south china,chong,,huang,microrna 182 promotes lipoprotein lipase expression and atherogenesisby targeting histone deacetylase 9 in apolipoprotein e knockout mice,2018
3619,,university of south china,chong,,huang,interferon stimulated gene 15 promotes cholesterol efflux by activating autophagy via the mir 17 5p beclin 1 pathway in thp 1 macrophage derived foam cells,2018
3620,,university of south china,chong,,huang,microrna 134 promotes the development of atherosclerosis via the angptl4 lpl pathway in apolipoprotein e knockout mice,2017
3621,,university of north carolina at wilmington,stephen,t,kinsey,a skeletal muscle model of extreme hypertrophic growth reveals the influence of diffusion on cellular design,2009
3622,,university of north carolina at wilmington,stephen,t,kinsey,the long and winding road influences of intracellular metabolite diffusion on cellular organization and metabolism in skeletal muscle,2007
3623,,university of north carolina at wilmington,stephen,t,kinsey,the metabolic demands of swimming behavior influence the evolution of skeletal muscle fiber design in the brachyuran crab family portunidae,2010
3624,,university of north carolina at wilmington,stephen,t,kinsey,does intracellular metabolite diffusion limit post contractile recovery in burst locomotor muscle,2005
3625,,university of north carolina at wilmington,stephen,t,kinsey,a reaction diffusion analysis of energetics in large muscle fibers secondarily evolved for aerobic locomotor function,2006
3626,,university of north carolina at wilmington,stephen,t,kinsey,after overload and growth hormone igf i treatment maintenance of myonuclear domain size in rat soleus,2015
3627,,university of bonn,christian,,terkatz,western diet induced dysbiosis is associated with intestinal hyperplasia and dysregulation of fxr fgf19 gene expression in juvenile iberian pigs or26 03 19,2019
3628,,curtin university,kostantinos,a,stamoulis,advancing the integration of spatial data to map human and natural drivers on coral reefs,2018
3629,,curtin university,kostantinos,a,stamoulis,combining fish and benthic communities into multiple regimes reveals complex reef dynamics,2018
3630,,curtin university,kostantinos,a,stamoulis,analyzing tradeoffs barriers to using decision support tools for marine spatial planning,2015
3631,,university of florida,robert,p,guralnick,chronic anthropogenic noise disrupts glucocorticoid signaling and has multiple effects on fitness in an avian community,2018
3632,,university of florida,robert,p,guralnick,sound settlement noise surpasses land cover in explaining breeding habitat selection of secondary cavity nesting birds,2017
3633,,university of florida,robert,p,guralnick,anthropogenic noise weakens territorial response to intruder s songs,2016
3634,,university of florida,robert,p,guralnick,fitting the bill do different winter food resources influence juniper titmouse baeolophus ridgwayi bill morphology,2010
3635,,university of pittsburgh,samantha,,weyandt,toll like receptor 4 mediated lymphocyte influx induces neonatal necrotizing enterocolitis,2016
3636,,university of pittsburgh,samantha,,weyandt,toll like receptor 4 mediated endoplasmic reticulum stress in intestinal crypts induces necrotizing enterocolitis,2014
3637,,university of north carolina at chapel hill,kate,e,augustine,precipitation drives global variation in natural selection,2017
3638,,university of north carolina at chapel hill,kate,e,augustine,response to comment on precipitation drives global variation in natural selection,2018
3639,,university of california san diego,jung,uk,cho,parallelized architecture of multiple classifiers for face detection,2009
3640,,university of california san diego,jung,uk,cho,energy benefits of reconfigurable hardware for use in underwater snesor nets,2009
3641,,university of california san diego,jung,uk,cho,field programmable gate array fpga based fish detection using haar classifiers,2009
3642,,university of california san diego,jung,uk,cho,hardware acceleration of multi view face detection,2009
3643,,university of california san diego,jung,uk,cho,increased performace of fpga based color classification system,2010
3644,,university of california san diego,jung,uk,cho,survey of hardware platforms for an energy efficient implementation of matching pursuits algorithm for shallow water networks,2008
3645,,universiti teknologi malaysia,kamarudin,,ahmad,influence of natural fillers on shear strength of cement treated peat,2013
3646,,universiti teknologi malaysia,kamarudin,,ahmad,evaluating the compression index of fibrous peat treated with different binders,2017
3647,,universiti teknologi malaysia,kamarudin,,ahmad,stabilization of soft soils with deep mixed soil columns general perspective,2013
3648,,universiti teknologi malaysia,kamarudin,,ahmad,a study on ucs of stabilized peat with natural filler a computational estimation approach,2019
3649,,universiti teknologi malaysia,kamarudin,,ahmad,experimental investigations on ultimate bearing capacity of peat stabilized by a group of soil cement column a comparative study,2016
3650,,universiti teknologi malaysia,kamarudin,,ahmad,utjecaj prirodnih punila na posmicnu cvrstocu treseta ojacanog cementom,2013
3651,,universiti teknologi malaysia,kamarudin,,ahmad,fem based modelling of stabilized fibrous peat by end bearing cement deep mixing columns,2020
3652,,lawrence livermore national laboratory,b,j,macgowan,progress towards ignition on the national ignition facility,2011
3653,,lawrence livermore national laboratory,b,j,macgowan,the first target experiments on the national ignition facility,2007
3654,,lawrence livermore national laboratory,b,j,macgowan,gas filled hohlraum experiments at the national ignition facility,2006
3655,,lawrence livermore national laboratory,b,j,macgowan,measurements of gas filled halfraum energetics at the national ignition facility using a single quad,2006
3656,,lawrence livermore national laboratory,b,j,macgowan,progress on establishing guidelines for national ignition facility nif experiments to extend debris shield lifetime,2002
3657,,tsinghua university,shaojie,,zhou,regional heterogeneity of life satisfaction in urban china evidence from hierarchical ordered logit analysis,2017
3658,,tsinghua university,shaojie,,zhou,policy choices for air pollution abatement in beijing status quo or change,2017
3659,,stanford university,lisa,m,wedding,advancing the integration of spatial data to map human and natural drivers on coral reefs,2018
3660,,stanford university,lisa,m,wedding,parsing human and biophysical drivers of coral reef regimes,2019
3661,,stanford university,lisa,m,wedding,combining fish and benthic communities into multiple regimes reveals complex reef dynamics,2018
3662,,university of california santa barbara,kathy,r,foltz,echinoderm eggs and embryos procurement and culture,2004
3663,,university of california santa barbara,kathy,r,foltz,isolation and characterization of sea urchin egg lipid rafts and their possible function during fertilization,2001
3664,,university of california santa barbara,kathy,r,foltz,procuring animals and culturing of eggs and embryos,2019
3665,,university of california santa barbara,kathy,r,foltz,proteomic responses of sea urchin embryos to stressful ultraviolet radiation,2012
3666,,san diego state university,annalisa,,berta,morphological and thermal properties of mammalian insulation the evolution of fur for aquatic living,2012
3667,,san diego state university,annalisa,,berta,morphological and thermal properties of mammalian insulation the evolutionary transition to blubber in pinnipeds,2012
3668,,brandeis university,dagmar,,ringe,snapshot of a reaction intermediate analysis of benzoylformate decarboxylase in complex with a benzoylphosphonate inhibitor,2009
3669,,brandeis university,dagmar,,ringe,detection and time course of formation of major thiamin diphosphate bound covalent intermediates derived from a chromophoric substrate analogue on benzoylformate decarboxylase,2009
3670,,brandeis university,dagmar,,ringe,probing the active center of benzaldehyde lyase with substitutions and the pseudosubstrate analogue benzoylphosphonic acid methyl ester,2008
3671,,philips,y,a r r,kessener,photo and electroluminescence efficiency in poly dialkoxy p phenylenevinylene,1994
3672,,philips,y,a r r,kessener,chemical vapour deposition of poly 1 4 phenylenevinylene films,1994
3673,,philips,y,a r r,kessener,electroluminescence and photoluminescence efficiency of poly p phenylenevinylene derivatives,1995
3674,,philips,y,a r r,kessener,internal photoemission studies of metal polymer interfaces,1994
3675,,philips,y,a r r,kessener,progress in leds made from poly p phenylenf vinylene derivatives,1994
3676,,institute for advanced study,ken,,ono,4 core partitions and class numbers,1997
3677,,institute for advanced study,ken,,ono,rook theory andt cores,1998
3678,,university of california santa barbara,susan,j,mazer,old plants new tricks phenological research using herbarium specimens,2017
3679,,university of california santa barbara,susan,j,mazer,the california phenology collections network using digital images to investigate phenological change in a biodiversity hotspot,2020
3680,,simon fraser university,tony,d,williams,macroevolutionary patterning in glucocorticoids suggests different selective pressures shape baseline and stress induced levels,2019
3681,,simon fraser university,tony,d,williams,hormonebase a population level database of steroid hormone levels across vertebrates,2018
3682,,simon fraser university,tony,d,williams,metabolic scaling of stress hormones in vertebrates,2018
3683,,simon fraser university,tony,d,williams,do seasonal glucocorticoid changes depend on reproductive investment a comparative approach in birds,2018
3684,,simon fraser university,tony,d,williams,baseline and stress induced corticosterone levels across birds and reptiles do not reflect urbanization levels,2020
3685,,simon fraser university,tony,d,williams,iucn conservation status does not predict glucocorticoid concentrations in reptiles and birds,2018
3686,,simon fraser university,tony,d,williams,species specific means and within species variance in glucocorticoid hormones and speciation rates in birds,2018
3687,,university of louisville,joseph,p,tinney,implantable thin film porous microelectrode array p mea for electrical stimulation of engineered cardiac tissues,2015
3688,,university of louisville,joseph,p,tinney,engineered cardiac tissues generated from immature cardiac and stem cell derived cells multiple approaches and outcomes,2016
3689,,san diego state university,michael,g,simpson,phylogenetic relationships and evolution in dudleya crassulaceae,2013
3690,,san diego state university,michael,g,simpson,the california phenology collections network using digital images to investigate phenological change in a biodiversity hotspot,2020
3691,,university of california san francisco,todd,c,mcdevitt,mineral particles modulate osteo chondrogenic differentiation of embryonic stem cell aggregates,2016
3692,,university of california san francisco,todd,c,mcdevitt,functionalization of microparticles with mineral coatings enhances non viral transfection of primary human cells,2017
3693,,kunming university of science and technology,zhong,,liu,effect of surface mechanical attrition treatment on corrosion resistance of commercial pure titanium,2015
3694,,kunming university of science and technology,zhong,,liu,effects of grain size and thermodynamic energy on the lattice parameters of metallic nanomaterials,2015
3695,,kunming university of science and technology,zhong,,liu,vacancy formation energy and size effects,2014
3696,,oregon state university,john,a,barth,evaluating tradeoffs among ecosystem services to inform marine spatial planning,2013
3697,,,julie,,rolla,evolving antennas for ultra high energy neutrino detection,2019
3698,,,julie,,rolla,evolving antennas for radio detection of ultra high energy neutrinos,2018
3699,,university of hawaii,neil,,davies,determining the source of individuals multilocus genotyping in nonequilibrium population genetics,1999
3700,,university of hawaii,neil,,davies,bioinvasions of the medfly ceratitis capitata source estimation using dna sequences at multiple intron loci,1999
3701,,university of hawaii,neil,,davies,invasion genetics of new world medflies testing alternative colonization scenarios,2001
3702,,university of hawaii,neil,,davies,is population genetics mired in the past,1998
3703,,universiti putra malaysia,mohd,fadlee a,rasid,analysis of return to zero on off keying over absolute polar duty cycle division multiplexing in dispersive transmission medium,2009
3704,,universiti putra malaysia,mohd,fadlee a,rasid,absolute polar duty cycle division multiplexing over wavelength division multiplexing system,2009
3705,,universiti putra malaysia,mohd,fadlee a,rasid,realization of high capacity transmission in fiber optic communication systems using absolute polar duty cycle division multiplexing ap dcdm technique,2009
3706,,universiti putra malaysia,mohd,fadlee a,rasid,a novel control strategy for active power filter using synchronous reference frame srf adalines,2008
3707,,universiti putra malaysia,mohd,fadlee a,rasid,decision circuit and bit error rate estimation for absolute polar duty cycle division multiplexing,2008
3708,,universiti putra malaysia,mohd,fadlee a,rasid,effect of self phase modulation on dispersion compensated absolute polar duty cycle division multiplexing transmission,2009
3709,,universiti putra malaysia,m,,mokhtar,analysis of return to zero on off keying over absolute polar duty cycle division multiplexing in dispersive transmission medium,2009
3710,,universiti putra malaysia,m,,mokhtar,absolute polar duty cycle division multiplexing over wavelength division multiplexing system,2009
3711,,universiti putra malaysia,m,,mokhtar,realization of high capacity transmission in fiber optic communication systems using absolute polar duty cycle division multiplexing ap dcdm technique,2009
3712,,universiti putra malaysia,m,,mokhtar,a novel control strategy for active power filter using synchronous reference frame srf adalines,2008
3713,,universiti putra malaysia,m,,mokhtar,a novel economical duty cycle division multiplexing with electrical multiplexer and demultiplexer for optical communication systems,2009
3714,,universiti putra malaysia,m,,mokhtar,duty cycle division multiplexing bit error rate estimation and performance evaluation,2009
3715,,universiti putra malaysia,m,,mokhtar,decision circuit and bit error rate estimation for absolute polar duty cycle division multiplexing,2008
3716,,universiti putra malaysia,m,,mokhtar,absolute polar duty cycle division multiplexing apdcdm technique for wireless communications,2008
3717,,universiti putra malaysia,m,,mokhtar,duty cycle division multiplexing alternative for high speed optical networks,2009
3718,,universiti putra malaysia,m,,mokhtar,30gb s absolute polar duty cycle division multiplexing in dispersion uncompensated optical systems,2008
3719,,universiti putra malaysia,m,,mokhtar,performance analysis on transmission of multilevel optical pulses using absolute polar duty cycle division multiplexing,2008
3720,,universiti putra malaysia,m,,mokhtar,improvement of three level code division multiplexing via dispersion mapping,2016
3721,,universiti putra malaysia,m,,mokhtar,effect of self phase modulation on dispersion compensated absolute polar duty cycle division multiplexing transmission,2009
3722,,universiti putra malaysia,m,,mokhtar,3 2 5gb s optical absolute polar duty cycle division multiplexing transmission systems,2008
3723,,universiti putra malaysia,m,,mokhtar,3x2 s gb soptical absolute polar dutycycle division multiplexing transmission systems,2008
3724,,north dakota state university,craig,a,stockwell,characterization and phylogenetic analysis of complete mitochondrial genomes for two desert cyprinodontoid fishes empetrichthys latos and crenichthys baileyi,2017
3725,,north dakota state university,craig,a,stockwell,complete mitochondrion genome of the endangered mohave tui chub siphateles bicolor mohavensis cypriniformes cyprinidae,2017
3726,math,california polytechnic state university,eric,,brussel,open problems on central simple algebras,2011
3727,math,california polytechnic state university,eric,,brussel,indecomposable and noncrossed product division algebras over function fields of smooth p adic curves,2009
3728,math,california polytechnic state university,eric,,brussel,formal constructions in the brauer group of the function field of a p adic curve,2014
3729,math,california polytechnic state university,eric,,brussel,on saltman s p adic curves papers,2010
3730,math,california polytechnic state university,eric,,brussel,noncrossed products and nonabelian crossed products over ℚ t and ℚ t,1995
3731,math,california polytechnic state university,eric,,brussel,bloch ogus sequence in degree two,2010
3732,math,california polytechnic state university,eric,,brussel,tame division algebras of prime period over function fields of p adic curves,2014
3733,math,california polytechnic state university,eric,,brussel,cyclic length in the tame brauer group of the function field of a p adic curve,2013
3734,math,california polytechnic state university,eric,,brussel,noncrossed products over _,2001
3735,math,california polytechnic state university,eric,,brussel,fixed points of the p adic q bracket,2012
3736,math,california polytechnic state university,eric,,brussel,alternating forms and the brauer group of a geometric field,2007
3737,math,california polytechnic state university,eric,,brussel,noncyclic division algebras over fields of brauer dimension one,2019
3738,math,california polytechnic state university,eric,,brussel,an arithmetic obstruction to division algebra decomposability,2000
3739,math,california polytechnic state university,eric,,brussel,a family of p adic isometries fixed points and the number three,2006
3740,math,california polytechnic state university,eric,,brussel,tame covers and cohomology of relative curves over complete discrete valuation rings with applications to the brauer group,2011
3741,math,california polytechnic state university,eric,,brussel,division algebra cyclicity in prime degree over a p adic curve,2014
3742,math,california polytechnic state university,eric,,brussel,fixed points of the q bracket on the p adic unit disk,2009
3743,math,california polytechnic state university,eric,,brussel,non-crossed products over function fields,2002
