rid_temp,first_name,middle_name,last_name,department,institution,ms_id,hired_year,cal_poly_position,education
66823,robert,,stirling,,,2924844583,,,
66826,adelene,y,liao,,children s hospital at westmead,2124765789,,,
66829,anita,l,jowitt,,university of the south pacific,2323843117,,,
66831,robert,l,hildebrand,,lake superior state university,3002671164,,,
66832,markus,,brede,,csiro marine and atmospheric research,2140342150,,,
66836,peng,,wu,,university of delaware,2662539698,,,
66837,sandra,,carberry,,university of delaware,2096912654,,,
66838,kathleen,f,mccoy,,university of delaware,2134851307,,,
66839,stephanie,,elzer,,millersville university of pennsylvania,2081438659,,,
66841,daniel,l,chester,,university of delaware,2115395700,,,
66842,seniz,,demir,,scientific and technological research council of turkey,2125087015,,,
66843,david,,mcdonald,electrical engineering,,2624597446,,,
66852,karl,,boylan,,university college dublin,2681978921,,,
66855,james,,ogorman,,university college dublin,2920488606,,,
66856,franz,j,weiberth,,,1995058018,,,
66857,matthew,r,powers,,,2070689265,,,
66858,connor,,gallin,,northeastern university,2790167398,,,
66859,david,,mcdonald,electrical engineering,northeastern university,2793329597,,,
66862,zhong,fang room land no,yan,,,2242182222,,,
66863,george,,johnson,,,2245315881,,,
66867,antonia,,dantcha,,,1991248545,,,
66869,john,,murphy,,,2087471959,,,
66876,juan,j,perezcamacho,,trinity college,2688473598,,,
66879,alan,,huang,,,2705308237,,,
66883,michael,,white,,ohio state university,2144885157,,,
66884,crystal,,nakatsu,,ohio state university,2123023474,,,
66886,scott,a,condie,,hobart corporation,2042133288,,,
66887,c,b,fandry,,hobart corporation,2189797097,,,
66888,david,,mcdonald,electrical engineering,hobart corporation,2431050404,,,
66889,john,,parslow,,hobart corporation,2019431589,,,
66890,k,,sainsbury,,hobart corporation,2105400530,,,
66892,adele,,stevens,,,2155455757,,,
66897,thomas,,mullane,,,2407723428,,,
66903,david,,hart,,triquint semiconductor,2763831190,,,
66904,david,,mcdonald,electrical engineering,triquint semiconductor,2290965062,,,
66905,guillaume,,bouche,,triquint semiconductor,2138457703,,,
66906,sudarsan,,uppili,,triquint semiconductor,2763346175,,,
66909,carlos,a,carcach,,,448694402,,,
66910,david,,mcdonald,electrical engineering,,2139378066,,,
66914,sharon,,hoban,,,2114600427,,,
66920,stephen,r e,turner,,university of cambridge,2159287489,,,
66921,david,,mcdonald,electrical engineering,,2759944376,,,
66922,mark,p,hertzberg,,,2151422700,,,
66926,s,,goddard,,,2808538054,,,
66929,a,,crupek,,,2808137692,,,
66937,g,,anderson,,,2808450012,,,
66947,david,,mcdonald,electrical engineering,australian institute of criminology,2986143844,,,
66951,o,,walsh,,,2592497966,,,
66953,j,,dunne,,,2973889770,,,
66954,coral,,gartner,,,2105717309,,,
66955,ron,,borland,,,1999351016,,,
66956,david,,mcdonald,electrical engineering,,2781983839,,,
66971,david,,mcdonald,electrical engineering,,2658741571,,,
66976,kevin,,scmaltz,,,2527510731,,,
66977,david,,mcdonald,electrical engineering,,2992496133,,,
66980,james,,devaprasad,,,2973509329,,,
66988,ryan,h,connelly,,,2765311961,,,
66989,stephen,,mccartin,,,2044926536,,,
66990,david,,mcdonald,electrical engineering,,2167556963,,,
66994,david,,mcdonald,electrical engineering,,2506281252,,,
67002,david,,mcdonald,electrical engineering,,2119971382,,,
67003,stephen,a,bollinger,,,1906066753,,,
67004,john,t,garibotto,,,1702186565,,,
67006,claudia,,pelizaro,,,2038162087,,,
67007,david,,mcdonald,electrical engineering,commonwealth scientific and industrial research organisation,2103499845,,,
67013,melanie,,brown,,,2654400194,,,
67014,david,,mcdonald,electrical engineering,,2114416075,,,
67016,m,a,reuter,,case western reserve university,2939867789,,,
67020,uwe,,rosler,,,1979131688,,,
67021,david,,mcdonald,electrical engineering,,2938797037,,,
67022,k,,qian,,,2434392220,,,
67024,david,,mcdonald,electrical engineering,iowa state university,2175739968,,,
67026,geoff,,elvy,,australian national university,2576602979,,,
67027,jim,,mielke,,unicef,2654597920,,,
67028,jun,,mao,,university of ottawa,2551290054,,,
67030,mahmoud,,zarepour,,university of ottawa,2276419208,,,
67035,caroline,sotello viernes,turner,,california state university sacramento,2503154307,,,
67036,pedro,x,cosme,,,2791873768,,,
67037,laura,,dinehart,,,2791521849,,,
67038,raquel,,marti,,,2794101025,,,
67039,david,,mcdonald,electrical engineering,,2793355094,,,
67040,martin,,ramirez,,,2792003457,,,
67041,lester,sandres,rapalo,,,2790404953,,,
67042,juana,,zamora,,,2792290816,,,
67043,carl,,rosenberg,,,2584763868,,,
67044,jonah,,sacks,,,2107082990,,,
67045,erin,l,dugan,,,2165914615,,,
67046,david,,mcdonald,electrical engineering,,2461918907,,,
67047,david,,mcdonald,electrical engineering,,2759614433,,,
67056,david,,mcdonald,electrical engineering,,2480230716,,,
67064,caitlin,,hughes,,,2104762281,,,
67065,michael,,lodge,,,2127564620,,,
67069,jiyeon,,lee,,yeungnam university,2598232737,,,
67073,david,,mcdonald,electrical engineering,,2729931119,,,
67074,rich,,little,,,2807210565,,,
67075,olivier,,thebaud,,,169391015,,,
67078,ross,,marriot,,,2728334416,,,
67079,b,s,wise,,,2568845109,,,
67080,rod,,lenanton,,,2728745101,,,
67081,david,,mcdonald,electrical engineering,,2489891294,,,
67083,david,,mcdonald,electrical engineering,,2595109503,,,
67084,david,,mcdonald,electrical engineering,,2508195550,,,
67085,rashid,,nikzad,,,2636686441,,,
67086,david,,mcdonald,electrical engineering,,2622733623,,,
67087,david,,mcdonald,electrical engineering,,2803889379,,,
67101,n,,bambos,,,2779069439,,,
67102,bartek,,blaszczyszyn,,,2009612012,,,
67105,carri,w,chan,,,2307044865,,,
67107,sem,,borst,,,1812140532,,,
67108,prasanna,,chaporkar,,,650805135,,,
67109,christophe,,diot,,,84450470,,,
67111,nidhi,,hegde,,,2952082070,,,
67112,bruno,,kauffmann,,,2147075325,,,
67113,vivek,,mhatre,,,225368665,,,
67114,paul,,muhlethaler,,,124538878,,,
67116,dina,,papagiannaki,,,2276255092,,,
67118,božidar,,radunovic,,,2146714935,,,
67119,vsevolod,,shneer,,,2691861543,,,
67120,minh,anh,tran,,,2559482772,,,
67127,p,,dessauer,,,2765799511,,,
67132,n,,wiggins,,,2766064517,,,
67133,khaled,q,abdelfadeel,,,2750038459,,,
67135,david,,mcdonald,electrical engineering,,3007637267,,,
67136,dirk,,pesch,,,2030156421,,,
67142,david,,mcdonald,electrical engineering,,2904294908,,,
67143,david,,mcdonald,electrical engineering,,2778947092,,,
67168,mary,,slatter,,,740779825,,,
67170,p,,mckiernan,,,2803463697,,,
67173,s,,hackett,,,2155933333,,,
67178,margaret,,masterman,,,1639160520,,,
67179,yorick,,wilks,,,2073488377,,,
67180,branimir,,boguraev,,,2780817195,,,
67181,steven,,bird,,,2120683996,,,
67182,don,,hindle,,,2281965076,,,
67183,martin,,kay,,,2273905346,,,
67184,david,,mcdonald,electrical engineering,,2278433625,,,
67185,hans,,uszkoreit,,,2629755089,,,
67187,francois,,theberge,,,2659433418,,,
67191,david,,mcdonald,electrical engineering,,2522589432,,,
67192,robert,,legvold,,,2522043563,,,
67193,david,,mcdonald,electrical engineering,,2185111684,,,
67197,t,s,dang,,,2176498306,,,
67198,a,,grainger,,,3001383377,,,
67205,kevin,,schmaltz,,,2974824344,,,
67211,j,,rawsthorne,,,2681695974,,,
67222,frederick,,hayesroth,,carnegie mellon university,2779868421,,,
67223,heather,schloss,kapson,,,1962296085,,,
67227,david,,mcdonald,electrical engineering,,2781435150,,,
67228,matthew,,collin,,,2799883988,,,
67230,patrick,f,chinnery,,,2938126090,,,
67242,naomi,,mcgovern,,,2513544508,,,
67244,rachel,emma,dickinson,,,2803068160,,,
67247,louise,n,reynard,,,2802962519,,,
67248,rafiqul,,hussain,,,2997831324,,,
67253,tim,,richards,,,2409937979,,,
67254,david,,mcdonald,electrical engineering,,2418502987,,,
67255,cornel,,stanescu,,on semiconductor,2043263831,,,
67256,cristian,,dinca,,on semiconductor,1937027436,,,
67257,david,,mcdonald,electrical engineering,on semiconductor,2770402036,,,
67258,david,,paul,,on semiconductor,2768847579,,,
67259,r,,garcia,,,2501423377,,,
67260,salvador,,sales,,,2138889943,,,
67261,j,,capmany,,,2123536300,,,
67262,w,,warzanskyj,,telefonica,2689057127,,,
67263,david,,mcdonald,electrical engineering,,2493664838,,,
67264,m,,bastiani,,,2291886801,,,
67265,angela,,pratt,,university of wollongong,2642098679,,,
67273,monika,,gora,,,2264187941,,,
67276,t,,gaudemet,,university of ottawa,2405796001,,,
67281,l,vaughan,williams,,,2893079315,,,
67284,john,,levins,,,2492746714,,,
67292,david,,mcdonald,electrical engineering,,2931433630,,,
67295,lynn,,atkinson,,,2721507749,,,
67296,david,,mcdonald,electrical engineering,,2444033822,,,
67299,robert,,ali,,,2105305981,,,
67300,timothy,,moore,,,2344349979,,,
67303,adrian,,lavin,,,2494476162,,,
67312,shona,a,morrison,,,2128812102,,,
67324,christine,a,tell,,,2724131712,,,
67325,david,,mcdonald,electrical engineering,,2733862608,,,
67333,j,f,donegan,,,2471880518,,,
67335,w,,elsaber,,,2002469776,,,
67338,p,,spano,,fondazione ugo bordoni,2468762747,,,
67343,aline,,chouinard,,,2500366034,,,
67344,david,,mcdonald,electrical engineering,,2984381701,,,
67346,tiejun,,ma,,,2117293724,,,
67349,kilani,,ghoudi,,universite du quebec a trois rivieres,322072010,,,
67359,david,,mcdonald,electrical engineering,,2778722338,,,
67373,john,,peirson,,,1871348688,,,
67384,gabriel,,wong,,,2996089862,,,
67386,david,,mcdonald,electrical engineering,,2806893518,,,
67387,david,,mcdonald,electrical engineering,,2775939800,,,
67388,david,,mcdonald,electrical engineering,,2777664608,,,
67399,giovanna,,carofiglio,,,285310312,,,
67400,r,l,cruz,,,2162357872,,,
67402,annemarie,,kermarrec,,,2964035772,,,
67403,kibeak,,kim,,,2963542493,,,
67404,fabien,,mattieu,,,2964343759,,,
67406,antonio,,nucci,,,2227943100,,,
67407,marta,,piancino,,,2974438837,,,
67411,jean,,bolot,,,2021764424,,,
67413,ton,,dieker,,,2262364148,,,
67414,kibaek,,kim,,,2204392022,,,
67415,sridhar,,machiraju,,,158012547,,,
67418,marc,,lelarge,,,2141456255,,,
67420,darryl,,veitch,,,2464831518,,,
67432,petri,,allas,,,327687006,,,
67433,david,,mcdonald,electrical engineering,,2501963150,,,
67434,max,,michaels,,,2644398368,,,
67435,ramesh,,venkataraman,,,2657575356,,,
67436,david,,mcdonald,electrical engineering,,2600227063,,,
67437,nigel,,simpson,,,2342950763,,,
67438,lawrence,,oppenheimer,,,2153435631,,,
67439,a,,siren,,,2506459895,,,
67454,david,,mcdonald,electrical engineering,,2906547010,,,
67456,david,m,heffelfinger,,,2402703799,,,
67459,ashot,,nalbandyan,,,2258068381,,,
67471,david,,mcdonald,electrical engineering,,2957795604,,,
67472,ilya,,shapiro,,,2790068591,,,
67473,david,,mcdonald,electrical engineering,,2792561791,,,
67476,seamus,,oleary,,university college dublin,2656725026,,,
67477,mark,g,davis,,university college dublin,2665150423,,,
67480,david,,mcdonald,electrical engineering,,2804856209,,,
67481,david,,mcdonald,electrical engineering,,2725108979,,,
67486,david,,mcdonald,electrical engineering,,2486606585,,,
67492,david,,mcdonald,electrical engineering,,2761659738,,,
67493,alison,,arant,,,2349671604,,,
67494,susan,,bernardo,,,2354561824,,,
67495,ann,,hurley,,,2467343119,,,
67496,anne,,schotter,,,2366396070,,,
67497,margarita,,sanchez,,,2363677527,,,
67498,katica,,urbanc,,,2377681570,,,
67499,john,,danisi,,,2368251686,,,
67500,sarah,,donovan,,,2364895074,,,
67501,walter,,kaelber,,,2365263185,,,
67502,brett,,palfreyman,,,2350613468,,,
67503,rita,,reynolds,,,2357002027,,,
67504,alison,,smith,,,2365378740,,,
67505,lori,,weintrob,,,2376041717,,,
67506,sarah,,friedland,,,2358855477,,,
67507,laura,,morowitz,,,2375639287,,,
67508,bill,,murphy,,,2385388061,,,
67509,sarah,,scott,,,2426161037,,,
67510,jennifer,,toth,,,2371844738,,,
67511,phill,,hickox,,,2371258608,,,
67512,theresa,,mccarthy,,,2381385390,,,
67513,david,,mcdonald,electrical engineering,,2432012344,,,
67514,michele,,pawk,,,2352469350,,,
67515,felicia,,ruff,,,2375598950,,,
67516,gary,,sullivan,,,2427278639,,,
67517,lauri,,young,,,2419475595,,,
67518,david,,schulenberg,,,2376472651,,,
67519,roger,,wesby,,,2349790351,,,
67520,david,,mcdonald,electrical engineering,,2601290040,,,
67521,heather,,gordon,,,2600019657,,,
67522,david,,mcdonald,electrical engineering,,2755611579,,,
67533,emma,,gallagher,,,2531985023,,,
67534,david,,mcdonald,electrical engineering,,2533334492,,,
67535,brendan,,freund,,,2532168243,,,
67536,isaac,,traynor,,,2536093591,,,
67538,mark,,hertzberg,,,2109860236,,,
67539,katherine,,marsden,,,2652579510,,,
67540,j,,taylor,,,2140027810,,,
67541,dominic,v,spagnolo,,,1858620325,,,
67542,anne,,gilbert,,,2480433462,,,
67543,christopher,,bell,,,2494817004,,,
67544,david,,mcdonald,electrical engineering,,2806419581,,,
67545,david,,mcdonald,electrical engineering,,2435637313,,,
67546,david,,mcdonald,electrical engineering,,2395360514,,,
67548,r,g,jarrett,,,2891003266,,,
67549,p,j,solomon,,,2890533814,,,
67550,david,,legge,,,2166471728,,,
67551,beverly,,sibthorpe,,,1410485002,,,
67559,david,,mcdonald,electrical engineering,,2737140014,,,
67560,david,,mcdonald,electrical engineering,,2979428656,,,
67561,david,,mcdonald,electrical engineering,,2971185193,,,
67566,david,,mcdonald,electrical engineering,,2480234774,,,
67569,david,,mcdonald,electrical engineering,,2100899255,,,
67573,heinrich,,hillmer,,,2587708963,,,
67581,david,,mcdonald,electrical engineering,,2567767467,,,
67582,david,,mcdonald,electrical engineering,,2151800913,,,
67583,david,,mcdonald,electrical engineering,,2372159137,,,
67584,david,,mcdonald,electrical engineering,,2480932481,,,
67585,david,,mcdonald,electrical engineering,,2970610934,,,
67588,bruce,,bernstein,,,2304776191,,,
67589,rebecca,,bernstein,,,2198061572,,,
67590,david,,mcdonald,electrical engineering,,2773501807,,,
67591,jonathon,,marks,,,2772775394,,,
67592,jon,,dixon,,,2204476996,,,
67593,david,,mcdonald,electrical engineering,,2804291021,,,
67594,david,,mcdonald,electrical engineering,,2588383048,,,
67596,christine,,howlett,,,2126461347,,,
67598,david,,mcdonald,electrical engineering,,2152665776,,,
67599,david,,mcdonald,electrical engineering,,2427706048,,,
67600,david,,mcdonald,electrical engineering,,2970945508,,,
67634,david,,mcdonald,electrical engineering,,2324574891,,,
67635,david,,mcdonald,electrical engineering,,2251907240,,,
67638,david,,mcdonald,electrical engineering,,2167441272,,,
67639,david,,mcdonald,electrical engineering,,2231287880,,,
67640,dheepa,,sundaram,,,2183513793,,,
67641,rajmohan,,gandhi,,,2252118600,,,
67642,david,,mcdonald,electrical engineering,,2185688243,,,
67643,brahim,,chakrani,,,2184808340,,,
67644,jason,,ritchie,,,2182368714,,,
67645,hans,,henrich,,,2187894160,,,
67660,david,,mcdonald,electrical engineering,,2615147469,,,
67661,david,,mcdonald,electrical engineering,,2187784019,,,
67662,aisha,,sobh,,,2183142588,,,
67663,hillel,,halkin,,,2229061915,,,
67664,lynn,,welchman,,,2188135347,,,
67665,eve,troutt,powell,,,2186839735,,,
67666,david,,mcdonald,electrical engineering,,2524859628,,,
67669,justin,,crowell,,,2616427931,,,
67672,david,,mcdonald,electrical engineering,,2836681423,,,
67674,david,,baumann,,,2688612452,,,
67715,david,,mcdonald,electrical engineering,,2115810485,,,
67724,lynn,elizabeth,ruggles,,,2551084161,,,
67725,david,,mcdonald,electrical engineering,,2556485046,,,
67726,david,,mcdonald,electrical engineering,,2615848244,,,
67727,david,,mcdonald,electrical engineering,,2433164817,,,
67728,michel,pascal,landais,,,2745050404,,,
67729,paul,frederick julianstown,logue,,,2745041770,,,
67731,paul,royston,mcevoy,,,2744434199,,,
67732,christopher,james,ogorman,,,2742631490,,,
67734,jim,,devaprasad,,,2975037200,,,
67739,david,,mcdonald,electrical engineering,,2944152988,,,
67742,david,,mcdonald,electrical engineering,,2109993431,,,
67743,david,,mcdonald,electrical engineering,,2343918817,,,
67749,david,,mcdonald,electrical engineering,,2476827820,,,
67754,david,,mcdonald,electrical engineering,,2515449086,,,
67756,sophocles,,sophocles,,,2496979304,,,
67757,racine,,racine,,,2328994666,,,
67758,ibsen,,ibsen,,,2627135332,,,
67759,strindberg,,strindberg,,,2319535567,,,
67760,david,,mcdonald,electrical engineering,,3011896987,,,
67761,john,,cowan,,,2481044786,,,
67762,david,,mcdonald,electrical engineering,,2463175366,,,
67763,robert,i,binning,,,2394055638,,,
67764,david,,mcdonald,electrical engineering,,2505245153,,,
67765,david,,mcdonald,electrical engineering,,2345426092,,,
67766,david,,mcdonald,electrical engineering,,2907391766,,,
67767,david,,mcdonald,electrical engineering,,2412712202,,,
67768,david,,mcdonald,electrical engineering,,2341247891,,,
67781,t,craig,cheetham,,analytical services,2949994979,,,
67782,janet,,lee,,analytical services,2801920840,,,
67785,fang,,niu,,analytical services,2122885822,,,
67788,greg,,powell,,glaxosmithkline,2679143816,,,
67795,robert,,azadian,,glaxosmithkline,2464259685,,,
67805,hansstefan,,hofmann,,martin luther university of halle wittenberg,2946996844,,,
67806,babett,,bartling,,,1964425832,,,
67807,andreas,,simm,,,2114412887,,,
67808,rich,,murray,electrical engineering,,2666026945,,,
67809,natasha,,aziz,,,2588648616,,,
67810,gesine,,hansen,,,2114938784,,,
67811,rolfedgar,,silber,,,2167677137,,,
67812,s,,burdach,,,2890823980,,,
67831,grahame,,underwood,,,2120576778,,,
67832,john,,planck,electrical engineering,,2170737482,,,
67835,l,,lindsley,,arizona state university,2617156090,,,
67836,james,b,adams,,arizona state university,2647773493,,,
67837,daniel,r,juliano,,,2589660616,,,
67838,bao,,nguyen,,,2171523291,,,
67839,a,piers,newbery,,,2095818210,,,
67840,asit,,rairkar,electrical engineering,,1550886135,,,
67841,johannes,,vlcek,,,2103307914,,,
67842,abdelouahab,,ziani,,,2129460353,,,
67846,alexander,,dulkin,,,2529976892,,,
67847,asit,,rairkar,electrical engineering,,2241730620,,,
67848,frank,,greer,,,2242499074,,,
67849,anshu,a,pradhan,,,2598318861,,,
67850,robert,,rozbicki,,,2425097667,,,
67851,john,,corson,,,2269826756,,,
67852,alex,,austin,,,2412949352,,,
67853,robert,,tas,,,2420292160,,,
67854,neil,,mackie,,,2107515207,,,
67855,mats,,larsson,,,2897769926,,,
67856,korhan,,demirkan,,,2684881656,,,
67857,weijie,,zhang,,,2565181855,,,
67858,jochen,,titus,,,2174453386,,,
67859,swati,,sevanna,,,2756423405,,,
67860,robert,b,zubeck,,,1170876811,,,
67861,randy,,dorn,,,2121055594,,,
67862,asit,,rairkar,electrical engineering,,2896305936,,,
67863,ron,,rulkens,,,2652211907,,,
67864,ajay,,saproo,,,2075804489,,,
67865,dan,,vitkavage,,,2471462772,,,
67867,jie,,zhang,,cypress semiconductor,2317840643,,,
67869,asit,,rairkar,electrical engineering,,2720949851,,,
67872,s,joy,mountford,,,2103529224,,,
67873,peter,,mitchell,,,2513464344,,,
67874,pat,,ohara,,,2575519972,,,
67875,joe,,sparks,electrical engineering,,2675564927,,,
67876,max,,whitby,,,2575368655,,,
67877,joe,,sparks,electrical engineering,,2895316165,,,
67878,joe,,sparks,electrical engineering,,2628625868,,,
67879,f,kenneth,hopkins,,wright patterson air force base,2307423673,,,
67880,nicholas,g,usechak,,wright patterson air force base,2079655052,,,
67881,hyunjun,,kim,,,2437502410,,,
67882,xiaojin,,wang,,university of louisville,2782714562,,,
67886,venkat,kalyan,vendra,,university of louisville,2051141943,,,
67888,fangping,,yuan,,university of louisville,3010331026,,,
67889,douglas,j,jackson,,university of louisville,2156902489,,,
67893,fei,,ye,,university of louisville,2422773738,,,
67894,fangping,,yuan,,university of louisville,2105938491,,,
67898,hidetoshi,,masumoto,,university of louisville,2060213292,,,
67920,vandana,,shah,,,2618136808,,,
67932,godishala,swamy sugunakar,raju,,kamineni institute of dental sciences,2341917739,,,
67935,jacek,,milbrandt,,,2633833365,,,
67938,shah,,shah,,,2616651553,,,
67946,ramyata,girish,dayatar,,,2809818092,,,
67947,hardi,laljibhai,domadia,,,2810633015,,,
67949,siddharth,,vyas,electrical engineering,,2948073750,,,
67950,falgun,,jani,,,2948949913,,,
67951,dixit,,akabari,,,2948646328,,,
67952,lalit,,sagara,,,2528853900,,,
67959,m,eric,carr,,,2205545496,,,
67961,adrian,a,pollock,,,2720701487,,,
67964,panu,,jaakkola,,,2164005172,,,
67965,david,r,mole,,university of edinburgh,2052634112,,,
67966,yamin,,tian,,,2116505830,,,
67968,janine,,gielbert,,,2010402611,,,
67969,simon,j,gaskell,,,1623695054,,,
67970,alex,von,kriegsheim,,edinburgh cancer research centre,2064722349,,,
67971,holger,,hebestreit,,,2050097489,,,
67972,mridul,,mukherji,,,1892225433,,,
67973,christopher,j,schofield,,,2104627187,,,
67974,patrick,h,maxwell,,,2143160993,,,
67975,christopher,w,pugh,,,2070868676,,,
67976,peter,j,ratcliffe,,,2073706452,,,
67977,vivian,,law,,national institute for nanotechnology,2764858844,,,
67987,alexandra,,tang,,national institute for nanotechnology,2762959743,,,
67988,geraldine,,gabriel,,national institute for nanotechnology,2561197997,,,
67989,carol,,ly,,national institute for nanotechnology,2395844566,,,
67990,sakina,,adamjee,,national institute for nanotechnology,2562511918,,,
68004,edison,,dong,,international agency for research on cancer,2952042817,,,
68011,trent,c,bjorndahl,,international agency for research on cancer,2944372625,,,
68012,rolando,,perezpineiro,,international agency for research on cancer,36409161,,,
68029,ithayavani,,iynkkaran,,university of alberta,188480390,,,
68032,nicola,,gale,,,2767426932,,,
68033,alex,,wilson,,,2767254381,,,
68034,lucy,,chin,,,2767928447,,,
68035,ryan,,cummings,,,2767581827,,,
68036,diana,,le,,,2767631707,,,
68044,kevin,,liang,,university of alberta,2752316631,,,
68045,rosa,,vazquezfresno,,university of alberta,1963268390,,,
68049,naama,,karu,,university of alberta,2026752087,,,
68053,mark,v,berjanskii,,university of alberta,115983743,,,
68054,sandeep,,singhal,,university of alberta,2103475127,,,
68057,hasan,,badran,,university of alberta,2767411751,,,
68059,arnau,,serracayuela,,university of alberta,2767268171,,,
68061,rupa,,mandal,,university of alberta,2767463920,,,
68066,claudine,,manach,,institut national de la recherche agronomique,2166632530,,,
68074,trent,c,bjorndahl,,university of alberta,116748397,,,
68075,ramanarayan,,krishnamurthy,,university of alberta,2156922628,,,
68076,fozia,,saleem,,university of alberta,1950128576,,,
68082,nick,,psychogios,,harvard university,2344781116,,,
68083,edison,,dong,,university of alberta,2134973811,,,
68084,ralf,,bogumil,,biocrates life sciences ag,2337172306,,,
68085,cornelia,,roehring,,biocrates life sciences ag,2270414516,,,
68089,david,,broadhurst,,university of alberta,2419939620,,,
68093,ekta,,khurana,,yale university,314702908,,,
68094,yao,,fu,,yale university,2144887881,,,
68097,xinmeng,jasmine,mu,,yale university,2030044656,,,
68098,hyun,min,kang,,university of michigan,2123139493,,,
68103,lucas,,lochovsky,,yale university,1950275913,,,
68104,jieming,,chen,,yale university,2889772326,,,
68105,arif,,harmanci,,yale university,2050257491,,,
68106,jishnu,,das,,cornell university,2207471691,,,
68108,suganthi,,balasubramanian,,yale university,2147171782,,,
68109,kathryn,,beal,,,2163502626,,,
68110,dimple,,chakravarty,,newyork presbyterian hospital,2119281770,,,
68111,daniel,,challis,,baylor college of medicine,2718102950,,,
68112,yuan,,chen,,wellcome trust sanger institute,2480770962,,,
68113,declan,,clarke,,yale university,2130735805,,,
68115,fiona,,cunningham,,,2210664129,,,
68116,uday,s,evani,,baylor college of medicine,2429500861,,,
68117,paul,,flicek,,,2121717666,,,
68118,robert,,fragoza,,cornell university,210399336,,,
68119,erik,,garrison,,boston college,2596865539,,,
68120,richard,a,gibbs,,baylor college of medicine,2981052920,,,
68121,zeynep,h,gumus,,cornell university,2108973981,,,
68122,javier,,herrero,,,2137856133,,,
68123,naoki,,kitabayashi,,newyork presbyterian hospital,3007115279,,,
68124,yong,,kong,,yale university,2106924539,,,
68128,vaja,,liluashvili,,cornell university,2285113731,,,
68129,steven,m,lipkin,,cornell university,2315992651,,,
68132,gabor,t,marth,,boston college,1927915088,,,
68133,donna,m,muzny,,baylor college of medicine,2924588510,,,
68137,graham,r s,ritchie,,,2000387753,,,
68140,cristina,,sisu,,yale university,910319322,,,
68141,xiaomu,,wei,,cornell university,2126140610,,,
68143,yali,,xue,,wellcome trust sanger institute,2164597137,,,
68144,fuli,,yu,,baylor college of medicine,2107488640,,,
68147,haiyuan,,yu,,cornell university,2119162409,,,
68148,mark,a,rubin,,newyork presbyterian hospital,2098244239,,,
68149,chris,,tylersmith,,wellcome trust sanger institute,2267777968,,,
68153,ping,,zhang,,yale university,2701996122,,,
68155,lauren,,provini,,yale university,1974096018,,,
68164,kevin,a,pelphrey,,yale university,336539713,,,
68165,james,r,howe,,yale university,2251540542,,,
68170,ying,,zhang,,yale university,2677480186,,,
68171,michael,s,haney,,stanford university,2608681560,,,
68173,anthony,f,ferrandino,,yale university,2645512147,,,
68174,lior,a rosenberg,belmaker,,yale university,1964632171,,,
68177,arif,,kocabas,,yale university,2582267268,,,
68178,nathaniel,e,calixto,,yale university,2591207598,,,
68180,anita,,huttner,,yale university,1975342354,,,
68191,t,,riordan,,,2575351226,,,
68193,nathan,e,crone,,johns hopkins university,1760810769,,,
68194,diana,l,miglioretti,,johns hopkins university,287455819,,,
68195,barry,,gordon,,johns hopkins university,2124428616,,,
68196,jeffrey,m,sieracki,,johns hopkins university,2600190104,,,
68198,sumio,,uematsu,,johns hopkins university,1992175113,,,
68199,ronald,p,lesser,,johns hopkins university,2105061118,,,
68211,marion,,fries,,csl behring,2258199948,,,
68213,patricia,,hedenqvist,,swedish university of agricultural sciences,1812440558,,,
68216,ingo,,pragst,,csl behring,1205599771,,,
68217,gerhard,,dickneite,,csl behring,594277721,,,
68231,robert,g,palgrave,,university college london,1997010757,,,
68234,shelley,l p,savin,,university of kent,2129642832,,,
68235,alan,v,chadwick,,university of kent,2132849678,,,
68241,siamak,,ravanbakhsh,,university of alberta,2052072531,,,
68243,trent,c,bjordahl,,university of alberta,2761098737,,,
68249,xiaoyu,,hu,,,2277360014,,,
68258,boris,,parizot,,ghent university,1931582788,,,
68259,marlies,,demeulenaere,,ghent university,1778216498,,,
68260,wim,,grunewald,,ghent university,2281389967,,,
68261,dominique,,audenaert,,ghent university,311092061,,,
68262,jelle,van,campenhout,,ghent university,2189771252,,,
68263,paul,,overvoorde,,macalester college,2204779465,,,
68264,leentje,,jansen,,ghent university,2066787660,,,
68265,steffen,,vanneste,,ghent university,2266969367,,,
68266,barbara,,moller,,wageningen university and research centre,2030736308,,,
68269,gert,van,isterdael,,ghent university,178087109,,,
68272,marnik,,vuylsteke,,ghent university,1989216343,,,
68275,lieven,de,veylder,,ghent university,291735832,,,
68276,dirk,,inze,,ghent university,2091018955,,,
68277,dolf,,weijers,,wageningen university and research centre,2082927908,,,
68280,michael,,wilson,electrical engineering,,2609391720,,,
68284,antoine,,larrieu,,,2131961697,,,
68285,jianyong,,sun,,,2125961834,,,
68289,ethel,mendocilla,sato,,,2147959014,,,
68292,marina,,oliva,,,2161126574,,,
68294,ilkka,,sairanen,,,1083437786,,,
68295,geraint,,parry,,,2038640087,,,
68296,karin,,ljung,,umea university,2990018682,,,
68298,jonathan,m,garibaldi,,,1701536281,,,
68299,mark,,estelle,,,1964775389,,,
68328,weiyan,,nie,,,2673231241,,,
68331,fatemeh,miri,disfany,,national institute for nanotechnology,2557398483,,,
68341,lu,,deng,,national institute for nanotechnology,2777964138,,,
68346,shahrzad,,rafatnia,,national institute for nanotechnology,2559290082,,,
